julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
21.02.2014;CRYSTAL GOLD Sormus kivellä/lasilla;EAN: 305651661018;4,94g;Korut;Sormus;;Taloudellinen menetys;Toimituskielto;ANP-20130516-09;http://marek.tukes.fi/Tuote.aspx?kuvaid=19719,http://marek.tukes.fi/Tuote.aspx?kuvaid=19721,http://marek.tukes.fi/Tuote.aspx?kuvaid=19720;Toimituskieltopäätöksellä maahantuoja on määrätty lopettamaan tämän tuotteen uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai kuluttajilta. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä  ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Glitter Jumbo,Vähittäismyyjä,,,;;Tuote ei ole jalometallia, mutta se on myyty jalometallituotteena.;Tukesin päätöksellä tuotteelle on asetettu toimituskielto.
21.02.2014;CRYSTAL SILVER sormus;EAN:305646102000;2,47g;Korut;Sormus;;Taloudellinen menetys;Toimituskielto;ANP-20130516-08;http://marek.tukes.fi/Tuote.aspx?kuvaid=19717,http://marek.tukes.fi/Tuote.aspx?kuvaid=19716,http://marek.tukes.fi/Tuote.aspx?kuvaid=19718;Toimituskieltopäätöksellä maahantuoja on määrätty lopettamaan tämän tuotteen uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai kuluttajilta. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä  ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Glitter Jumbo,Vähittäismyyjä,,,;;Tuote ei ole jalometallia, mutta se on myyty jalometallituotteena.;Tukesin päätöksellä tuotteelle on asetettu toimituskielto.
24.02.2014;Posco LED;PPROV047W241B;DR- 4W-GU10, 230V, 50/60Hz;Lamput;LED-lamppu;8809348761336;Sähköisku;Markkinoilta poisto;YNS-20131111-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=21538,http://marek.tukes.fi/Tuote.aspx?kuvaid=21539,http://marek.tukes.fi/Tuote.aspx?kuvaid=21541;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Lem-Kem Oy ,Maahantuoja,Vieterikatu 11,15700,LAHTI;;Eristys jännitteisten osien ja kosketeltavan metallirungon välillä ei ole riittävä. Tuote ei kestänyt jännitelujuustestiä.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
24.02.2014;3-in-1 Polkupyörän valaisin/kypärä/otsalamppu;MTLC-0840-1000 (latauslaite);DS, 100-240V/8.4V, lk II/III, IP20;Valaisimet ja valaisintarvikkeet;Käsivalaisin led, varattava;6438114684153;Sähköisku;Palautusmenettely;YNS-20131021-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21125,http://marek.tukes.fi/Tuote.aspx?kuvaid=21126,http://marek.tukes.fi/Tuote.aspx?kuvaid=21127;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Tokmanni Oy ,Maahantuoja,Isolammintie 1,04600,MÄNTSÄLÄ;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=385;Laturin eristys jännitteisten osien ja kosketeltavan liittimen välillä ei ole riittävä. Laturin pistotulppa ei täytä sille asetettuja vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
24.02.2014;Harju / Hui Pai 94056;ST-GB06;16 A, 250 V ~, IP20, 2P+suojakosketin;Asennustarvikkeet, kaapelit, komponentit;Jatkopistorasia;6438140940568;Sähköisku;Myyntikielto;PER-20131023-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21290,http://marek.tukes.fi/Tuote.aspx?kuvaid=21292,http://marek.tukes.fi/Tuote.aspx?kuvaid=21294;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kauppahuone Harju Oy ,Maahantuoja,Myllypuronkatu 30,33330,TAMPERE;;Tuotteen rakenne ei täytä sille asetettuja vaatimuksia, tämä puute aiheutti pistorian suojakosketinliuskojen taipumisentyönnettävän pistotulpan alle testattaessa tuotetta.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
25.02.2014;Erilaiset teräsosat;;;CE Rakennustuote;Teräs- ja alumiinirakenteiden toteutus;;;Myyntikielto;AUL-20131007-02;;Anstar Oy ,Valmistaja,Erstantie 2,15540,VILLÄHDE;;Anstar Oy on CE-merkinnyt yhdenmukaistetun standardin EN 1090-1 mukaan sellaisia tuotteita, jotka eivät kuulu ko. standardin soveltamisalaan.;Tuotteet, joita päätös koskee:-Ripustusjärjestelmä: ARS, ARR, ARN, ARM, ARQ, ARAK, ART, ARTK, ARMM, ARKM-Peruspultit: AHP, ALP-P, AES-Kiinnityslevyt ja vakioteräsosat: KL, AVT15, AVT16, AVT17, AVT23, AVT24, AVT25, AVT26, AVT27, AVT32, AVT33, AVT34, AVT35, AVT36, AVT37, AVT38, AVT39, AVT41, AVT42, AVT44, AVTR43, AVT43, AVT45, AVT46, AVT47, AVT48, AVT57, ASKT50, ASKT80, ASKT100X50, ASKT100, AUKT50, AUKT80, AUKT100X50, AUKT100 -Ristikkoliitokset: ADL250, ADL350, ADL500, ADK300, ADK500, ADK700, ADK900, ADK1100, ADE20, ADE24, ADE30, ADE36-Pilari- ja seinäkengät: APK, APK-K, APKK, APK-P, APK-M, AK-S2, AK-KK, AK-K, AK-P -pilarikengät, ASL-seinäkenkä -Parvekesarana: AVTR 51, AVTR52 ----- Maankäyttö- ja rakennuslain (132/1999) 181 § mukaisena markkinavalvontaviranomaisena Tukes määrää EU:n rakennustuoteasetuksen (EU) N:o 305/2011 artiklan 59 nojalla Anstar Oy:n lopettamaan tuotteiden toimittamisen ja myynnin yhdenmukaistetun standardin EN 1090-1:n mukaan CE-merkittynä ja lopettamaan yhdenmukaistetun standardin EN 1090-1 mukaisen CE-merkinnän ja suoritustasoilmoituksen käytön kaikissa tuotteisiin liittyvissä yhteyksissä 4.3.2014 mennessä. Tämä päätös ei estä tuotteiden myymistä ilman yhdenmukaistetun standardin EN 1090-1 mukaista CE-merkintää ja suoritustasoilmoitusta. ----- Päätöksestä on valitettu.
26.02.2014;Plasto;Junasetti, tuotenumero 1670BOX, myyty 1.11.-14.2.2014;;Tavara;Lelusetti;;Tukehtuminen;Palautusmenettely;ASK-20140217-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=22330;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on sitoutunut vapaaehtoisesti suorittamaan toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Kuluttajansuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Ab Plasto Oy Ltd  ,Valmistaja,VIKINGAGRÄND ,22100,MARIEHAMN;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=386;Tuotteista (myyty aikavälilllä 1.1.2013-14.2.2014) irtoaa pieniä osia, joista voi aiheutua lapsille tukehtumisvaara. Virhe on korjattu uusiin junasetteihin.;Toiminnanharjoittaja on  vapaaehtoisesti ryhtynyt tuotetta koskevan palautusmenettelyn järjestämiseen.
26.02.2014;Foxy small drop ear silver Snö of Sweden;482-5600250;;Korut;Korvakorut;7323160087388;Taloudellinen menetys;Toimituskielto;ANP-20130806-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=20187,http://marek.tukes.fi/Tuote.aspx?kuvaid=20189,http://marek.tukes.fi/Tuote.aspx?kuvaid=20188;Toimituskieltopäätöksellä maahantuoja on määrätty lopettamaan tämän tuotteen uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai kuluttajilta. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä  ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;DFJ-Collections Oy ,Agentti/jakelija,Kulmakatu 5 B,00170,HELSINKI;;Tuote ei ole jalometallia, mutta se on myyty jalometallituotteena.;Tukesin päätöksellä tuotteelle on asetettu toimituskielto.
26.02.2014;Roikkuvat korvakorut AcW Earring Hanging Peace 050/Gold;71317750002    One size   cubus   13-01;;Korut;Korvakorut;7050215518893;Taloudellinen menetys;Toimituskielto;ANP-20130613-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=20204,http://marek.tukes.fi/Tuote.aspx?kuvaid=20206,http://marek.tukes.fi/Tuote.aspx?kuvaid=20205;Toimituskieltopäätöksellä maahantuoja on määrätty lopettamaan tämän tuotteen uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai kuluttajilta. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä  ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Cubus Tornio,Vähittäismyyjä,Länsiranta 10,95400,TORNIO;;Tuote ei ole jalometallia, mutta se on myyty jalometallituotteena.;Tukesin päätöksellä tuotteelle on asetettu toimituskielto.
26.02.2014;Kaulaketju AcW Necklace Tiny Scull 050/Gold;71322860002    One size cubus;;Korut;Kaulaketju;7050215609348;Taloudellinen menetys;Toimituskielto;ANP-20130613-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=20208,http://marek.tukes.fi/Tuote.aspx?kuvaid=20210,http://marek.tukes.fi/Tuote.aspx?kuvaid=20209;Toimituskieltopäätöksellä maahantuoja on määrätty lopettamaan tämän tuotteen uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai kuluttajilta. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä  ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Cubus Tornio,Vähittäismyyjä,Länsiranta 10,95400,TORNIO;;Tuote ei ole jalometallia, mutta se on myyty jalometallituotteena.;Tukesin päätöksellä tuotteelle on asetettu toimituskielto.
28.02.2014;Luxlite;DAS0321;DS-10W, 220-240V, lk I, IP44;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6419773746840;Sähköisku;Myyntikielto;YNS-20131112-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=21564,http://marek.tukes.fi/Tuote.aspx?kuvaid=21566,http://marek.tukes.fi/Tuote.aspx?kuvaid=21568;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Veljekset Keskinen Oy ,Maahantuoja,Onnentie 7,63610,TUURI;;Valaisimen rakenteessa puutteita maadoituksessa ja liityntäjohdossa.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
28.02.2014;Finn-Lumor 244555/80LED/CZJUTAI;JT-DC12V0.3A(3.6VA)-IP44 (muuntaja);80xDS-0,045W, 220-240V/12V, class II/III, IP44;Valaisimet ja valaisintarvikkeet;Lamppusarja, LED;6410412445551;Sähköisku;Toimituskielto;YNS-20131002-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=20677,http://marek.tukes.fi/Tuote.aspx?kuvaid=20678,http://marek.tukes.fi/Tuote.aspx?kuvaid=20682;Toimituskieltopäätöksellä maahantuoja on määrätty lopettamaan tämän tuotteen uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai kuluttajilta. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Tammer-Tukku Oy ,Maahantuoja,Viinikankatu 36,33800,TAMPERE;;Liitäntälaitteen muuntajan eristys on puutteellinen;Tukesin päätöksellä tuotteelle on asetettu toimituskielto.
28.02.2014;Airam Gisela;9610335, liitäntälaite: YHS036G-100 II;DS-3W, 220-240V, 50Hz/10V, lk II/III, IP20;Valaisimet ja valaisintarvikkeet;Pöytävalaisin led;6435200179913;Sähköisku;Markkinoilta poisto;YNS-20131029-05;http://marek.tukes.fi/Tuote.aspx?kuvaid=21215,http://marek.tukes.fi/Tuote.aspx?kuvaid=21216,http://marek.tukes.fi/Tuote.aspx?kuvaid=21218,http://marek.tukes.fi/Tuote.aspx?kuvaid=21217;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Airam Electric Oy Ab ,Maahantuoja,Sementtitehtaankatu 6,04260,KERAVA;;Liitäntälaitteen muuntajan eristys on puutteellinen.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta. Päätös koskee liitäntälaitteella YHS036G-100 II (Yuyao Yaohong Neon Lamp Electron CO., LTD) varustettua valaisinta.
28.02.2014;Coast 19906 HP7R;FMDK-B08050-1000;DS, 100-240V / 5,0V, class II/III, IP20;Verkkoliitäntäkojeet ja lataus;Latauslaite, LED-valaisimelle;015286199065;Sähköisku;Markkinoilta poisto;PER-20131107-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=21360,http://marek.tukes.fi/Tuote.aspx?kuvaid=21361,http://marek.tukes.fi/Tuote.aspx?kuvaid=21362;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Normark Suomi Oy ,Valmistaja,Aholaidantie 3 ,40320,JYVÄSKYLÄ;;Latauslaitteen kuori ei ole mekaanisesti riittävän luja. Latauslaitteen muuntajan ensiö- ja toisiopiirien välinen eristys ei täytä sille asetettuja vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta. Päätös koskee latauslaitteita joiden malli on FMDK-B08050-1000.
03.03.2014;Geggamoja;Cerice ja Grey SS13 lasten collegehuppari;;Tavara;Lastenvaate;;Kuristuminen;Palautusmenettely;JAL-20140121-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=22385;Verkkokauppias on ilmoittanut ottavansa yhteyttä tuotteen ostaneisiin kuluttajiin. Kuluttajat voivat poistaa nyörit tuotteesta leikkaamalla ne itse. Kuluttajansuojalain mukaan tuotteen saa myös virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimustenmukaiseksi.Toiminnanharjoittaja on sitoutunut vapaaehtoisesti suorittamaan toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin.;Pakkaspeikko ,Vähittäismyyjä,Havukkalahdenkatu 26 ,70840,;;Tuotteessa on vaatimustenvastaiset toiminnalliset nauhat hupun ja pääntien alueella.;
10.03.2014;MyTrendyPhone;UK, USA / EU Travel Plug Adapter - White, Tuotekoodi  54691;10/16A, 250V;Asennustarvikkeet, kaapelit, komponentit;Siirtymispistokytkin;;Sähköisku;Palautusmenettely;SEN-20131216-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21895,http://marek.tukes.fi/Tuote.aspx?kuvaid=21896,http://marek.tukes.fi/Tuote.aspx?kuvaid=21897;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;MyTrendyPhone Oy ,Maahantuoja,c/o Luna House, Mannerheimintie 12 B ,00100,HELSINGFORS;;Tuotteeseen on mahdollista liittää maadoittamaton pistotulppa, jolloin sen voi kytkeä maadoitettuun pistorasiaan. Liitettäessä pistotulppaa laitteeseen on mahdollista koskea tulpan tappeihin, kun ne ovat jo jännitteisiä.;Tukesin tekemä palautusmenettelyä koskeva päätös.
11.03.2014;V-S LED-tukku;12V 45W IP67 / LNM-45;Input: 110-260V, 50/60Hz, 0.37-0.26A Output: 12V, 3.7A, 45W, lk I, IP67;Valaisimet ja valaisintarvikkeet;Muuntaja led-valoille;;Sähköisku;Palautusmenettely;PER-20131211-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=22025,http://marek.tukes.fi/Tuote.aspx?kuvaid=22026,http://marek.tukes.fi/Tuote.aspx?kuvaid=22027;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Varsinais-Suomen Led-tukku Oy ,Maahantuoja,Telekatu 1,20360,TURKU;;Liitäntälaitteen sisäisen muuntajan eristys on puutteellinen. Liitäntälaite ei kestänyt jännitekoetta verkkojännitteisten osien ja kosketeltavien osien välillä.;Tukesin tekemä palautusmenettelyä koskeva päätös.
11.03.2014;Power TEC;HA-J05-B0 / 92259, siirtymispistokytkin: 9625;220-240V, 50/60Hz, 12.6W (siirtymispistokytkin: 10A/16A, 240V);Sähkötyökalut;Muovin korjaus laite;5018341922597;Sähköisku;Palautusmenettely;PER-20131115-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=21662,http://marek.tukes.fi/Tuote.aspx?kuvaid=21663,http://marek.tukes.fi/Tuote.aspx?kuvaid=21664,http://marek.tukes.fi/Tuote.aspx?kuvaid=22064;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Koivunen Oy ,Maahantuoja,Malminkaari 12,00700,HELSINKI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=415;Adapterin avulla on mahdollista kytkeä 0-luokan laite suojamaadoitettuun pistorasiaan. Adapteriin sopivan pistotulpan jännitteiset tapit ovat kosketeltavissa työnnettäessä sitä adapterin pistorasiaosaan. Adapterin pistorasiaosaan voidaan kytkeä pistotulppa yksinapaisesti, jolloin pistotulpan toinen tappi jää kosketeltavaksi. Lisäksi muovin korjauslaitteen verkkosulakkeen pitimen ja sulakkeen vaarallisesti jännitteiset osat tulevat kosketeltaviksi sulaketta asennettaessa tai poistettaessa.;Tukesin tekemä palautusmenettelyä koskeva päätös.
11.03.2014;AC/DC Adapter Led Driver;ZF120A-1202000;Input: 100-240Vac, 47-63Hz Putput: 12V, 2000mA, 24W, lk II, IP20;Valaisimet ja valaisintarvikkeet;Muuntaja led-valoille;;Sähköisku;Palautusmenettely;PER-20131211-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=22006,http://marek.tukes.fi/Tuote.aspx?kuvaid=22007;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Varsinais-Suomen Led-tukku Oy ,Maahantuoja,Telekatu 1,20360,TURKU;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=416;Liitäntälaitteen sisäisen muuntajan eristys on puutteellinen. Liitäntälaitteen vedonpoistin ei kestänyt vetokoetta.;Tukesin tekemä palautusmenettelyä koskeva päätös.
05.03.2014;Action Camera;HD 1080P (latauslaite: SP-02C0501000-G);;Viihde-elektroniikka;Videokamera;2220001254631;Sähkömagneettinen yhteensopimattomuus;Markkinoilta poisto;YNS-20131008-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=20784,http://marek.tukes.fi/Tuote.aspx?kuvaid=20785,http://marek.tukes.fi/Tuote.aspx?kuvaid=20786,http://marek.tukes.fi/Tuote.aspx?kuvaid=20787;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Verkkokauppa.com Oyj ,Vähittäismyyjä,Tyynenmerenkatu 11,00220,HELSINKI;;Laite saattaa aiheuttaa häiriöitä muille sähkö- ja elektroniikkalaitteille.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
05.03.2014;Led Indoor Flood GU10;GU10-005-AH;5W 355 lumen 45 DEG;Lamput;LED-lamppu;;Sähkömagneettinen yhteensopimattomuus;Markkinoilta poisto;PER-20131118-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=21480,http://marek.tukes.fi/Tuote.aspx?kuvaid=21481,http://marek.tukes.fi/Tuote.aspx?kuvaid=21479;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Perel Oy ,Jakelija,Torpankatu 28,05830,HYVINKÄÄ;;Laite saattaa aiheuttaa häiriöitä muille sähkö- ja elektroniikkalaitteille.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
